ids,street,locale
060372011101_060372011103,Wadena Street,Los Angeles
060372011101_060372011102,Collis Avenue,Los Angeles
060372011101_060372013021,Collis Avenue,Los Angeles
060372011102_060372011103,Van Horne Avenue,Los Angeles
060372011103_060372011202,East Huntington Drive,Los Angeles
060372011103_060372015013,East Van Horne Avenue,Los Angeles
060372011102_060372013021,Yoakum Street,Los Angeles
060372011102_060372012001,Harriman Avenue,Los Angeles
060372011102_060372015013,Portola Avenue,Los Angeles
060376500043_060376500044,Ermanita Avenue,Torrance
060376500042_060376500044,West 170th Street,Torrance
060376500015_060376500044,West 171st Street,Torrance
060376500044_060376501022,Glenburn Avenue,Torrance
060376500044_060376501014,Artesia Boulevard,Torrance
060371411012_060371439021,Dixie Canyon Avenue,Los Angeles
060371411012_060371411021,Woodman Avenue,Los Angeles
060371411011_060371411012,Fulton Avenue,Los Angeles
060371411012_060371435004,Fulton Avenue,Los Angeles
060376500041_060376500042,168th Street,Torrance
060376036003_060376500041,Redondo Beach Boulevard,Torrance
060376500031_060376500041,Yukon Avenue,Torrance
060376500014_060376500041,Crenshaw Boulevard,Torrance
060376500012_060376500041,Crenshaw Boulevard,Torrance
060371835102_060371851001,North Avenue 50,Los Angeles
060371835103_060371851001,Milo Terrace,Los Angeles
060371851001_060371851003,San Rafael Avenue,Los Angeles
060376500042_060376500043,West 170th Street,Torrance
060376500043_060376501021,Yukon Avenue,Torrance
060376500043_060376501022,Yukon Avenue,Torrance
060376500031_060376500043,West 170th Street,Torrance
060376500032_060376500043,Yukon Avenue,Torrance
060376500015_060376500042,West 170th Street,Torrance
060376500031_060376500042,Yukon Avenue,Torrance
060376500014_060376500042,Crenshaw Boulevard,Torrance
060376500012_060376500042,Crenshaw Boulevard,Torrance
060371232051_060371242013,Kittridge Street,Los Angeles
060371232051_060371232061,Kittridge Street,Los Angeles
060371232051_060371232052,Lemp Avenue,Los Angeles
060374642001_060374642002,Sierra Madre Boulevard,San Marino
060374642001_060374642005,Lombardy Road,San Marino
060374633001_060374642001,Tura Lane,San Marino
060374632002_060374642001,South San Gabriel Boulevard,San Marino
060374642002_060374642003,Winston Avenue,San Marino
060374642002_060374642005,Sierra Madre Boulevard,San Marino
060374642002_060374642006,Sierra Madre Boulevard,San Marino
060374642003_060374642004,Del Mar Avenue,San Marino
060374642003_060374642006,Winston Avenue,San Marino
060374642004_060374642006,Del Mar Avenue,San Marino
060374642004_060374802022,Longden Drive,San Gabriel
060374642004_060374802023,Longden Drive,San Gabriel
060374642005_060374642006,San Marino Avenue,San Marino
060374633001_060374642005,South Sierra Madre Boulevard,Pasadena
060374633002_060374642005,Sierra Vista Avenue,San Marino
060374641007_060374642005,San Marino Avenue,San Marino
060374641004_060374642006,San Marino Avenue,San Marino
060374641007_060374642006,San Marino Avenue,San Marino
060374642006_060374802022,Longden Drive,San Gabriel
060374642006_060374802023,North San Marino Avenue,San Gabriel
060374641005_060374642006,East Huntington Drive,Pasadena
060374082021_060374083011,4th Avenue,Avocado Heights
060374083011_060374083031,Don Julian Road,La Puente
060374083011_060374083012,Don Julian Road,La Puente
060376514021_060376514022,Newton Street,Torrance
060376514022_060376514024,Newton Street,Torrance
060376511012_060376514022,Pacific Coast Highway,Torrance
060376512222_060376514022,Pacific Coast Highway,Torrance
060376514022_060376514023,Newton Street,Torrance
060371909013_060371909023,Lexington Avenue,Los Angeles
060371909011_060371909023,North Van Ness Avenue,Los Angeles
060371909023_060371917202,North Van Ness Avenue,Los Angeles
060371909023_060371917101,North Bronson Avenue,Los Angeles
060371909022_060371909023,North Bronson Avenue,Los Angeles
060371909021_060371909023,North Bronson Avenue,Los Angeles
060376514021_060376514024,Newton Street,Torrance
060376511012_060376514021,Pacific Coast Highway,Torrance
060376514012_060376514021,Rolling Hills Way,Torrance
060376514011_060376514021,Crest Road,Torrance
060376514023_060376514024,Winlock Drive,Torrance
060374628002_060374632003,North Altadena Drive,Pasadena
060374627001_060374628002,North Craig Avenue,Pasadena
060374627002_060374628002,North Oak Avenue,Pasadena
060374619012_060374619013,Maple Street,Pasadena
060374619011_060374619012,Colorado Freeway,Pasadena
060374619012_060374620021,North Orange Grove Boulevard,Pasadena
060374616003_060374619012,North Orange Grove Boulevard,Pasadena
060374616002_060374619012,North Orange Grove Boulevard,Pasadena
060372622001_060372622002,San Diego Freeway,Los Angeles
060372622001_060372623011,North Sepulveda Boulevard,Los Angeles
060371416003_060372622001,Mulholland Drive,Los Angeles
060372621003_060372622001,Bellagio Road,Los Angeles
060371415001_060372622001,Mulholland Drive Bridge,Los Angeles
060372622002_060372623011,San Diego Freeway,Los Angeles
060372621003_060372622002,Bellagio Road,Los Angeles
060372621002_060372622002,Bellagio Drive,Los Angeles
060372622002_060372653011,Sunset Boulevard,Los Angeles
060372622002_060372654201,San Diego Freeway,Los Angeles
060372622002_060372654102,San Diego Freeway,Los Angeles
060372622002_060372623021,Sepulveda Freeway,Los Angeles
060372114201_060372114202,West 3rd Street,Los Angeles
060371925202_060372114202,North Kingsley Drive,Los Angeles
060371925101_060372114202,Beverly Boulevard,Los Angeles
060372114202_060372118031,South Harvard Boulevard,Los Angeles
060371925202_060372114201,Beverly Boulevard,Los Angeles
060372113101_060372114201,South Normandie Avenue,Los Angeles
060372113102_060372114201,West 3rd Street,Los Angeles
060372114201_060372118031,West 3rd Street,Los Angeles
060372114201_060372118032,West 3rd Street,Los Angeles
060372114201_060372119102,West 3rd Street,Los Angeles
060371152022_060371153021,Wilbur Avenue,Los Angeles
060371134011_060371153021,Tampa Avenue,Los Angeles
060371153012_060371153021,Wilbur Avenue,Los Angeles
060373021041_060373021042,Colorado Boulevard,Glendale
060373021032_060373021042,South Verdugo Road,Glendale
060373021041_060373021043,North Verdugo Road,Glendale
060373020041_060373021043,North Verdugo Road,Glendale
060373010003_060373021043,Colorado Freeway,Los Angeles
060373010001_060373021043,Colorado Freeway,Glendale
060373021031_060373021043,North Verdugo Road,Glendale
060373020041_060373021041,North Verdugo Road,Glendale
060373021032_060373021041,South Verdugo Road,Glendale
060373021031_060373021041,North Verdugo Road,Glendale
060372345022_060372345023,West 46th Street,Los Angeles
060372345021_060372345022,West 48th Street,Los Angeles
060372343001_060372345022,West Vernon Avenue,Los Angeles
060372345012_060372345022,7th Avenue,Los Angeles
060372345011_060372345022,West 48th Street,Los Angeles
060372343002_060372345023,West Vernon Avenue,Los Angeles
060372343001_060372345023,7th Avenue,Los Angeles
060372345012_060372345023,West 48th Street,View Park-Windsor Hills
060372340005_060372345021,West Vernon Avenue,Los Angeles
060372345012_060372345021,West 48th Street,Los Angeles
060372345011_060372345021,West 48th Street,Los Angeles
060372324004_060372345021,West 48th Street,Los Angeles
060372042002_060372043004,East 1st Street,Los Angeles
060372043004_060372044201,East 1st Street,Los Angeles
060372043004_060372044202,South Soto Street,Los Angeles
060379203293_060379203304,McBean Parkway,Santa Clarita
060379203292_060379203304,McBean Parkway,Santa Clarita
060379203304_060379203312,Orchard Village Road,Santa Clarita
060379203304_060379203311,Avenue Navarre,Santa Clarita
060371112041_060371112043,Wilbur Avenue,Los Angeles
060371112041_060371112051,Lassen Street,Los Angeles
060371081011_060371112041,Ronald Reagan Freeway,Los Angeles
060371112041_060371153011,Vanalden Avenue,Los Angeles
060371112041_060371153012,Tampa Avenue,Los Angeles
060371112041_060371112042,Wilbur Avenue,Los Angeles
060371081021_060371112041,Wilbur Avenue,Los Angeles
060371112043_060371131021,Devonshire Street,Los Angeles
060371112042_060371112043,Wilbur Avenue,Los Angeles
060372014021_060372016011,North Eastern Avenue,Los Angeles
060372016011_060372017002,Valley Boulevard,Los Angeles
060372016011_060372016022,Alhambra Avenue,Los Angeles
060372016011_060372016023,Alhambra Avenue,Los Angeles
060372014012_060372016011,North Eastern Avenue,Los Angeles
060374078021_060374078022,Valinda Avenue,La Puente
060374075022_060374078021,Echelon Avenue,La Puente
060374078021_060374081382,Gemini Street,La Puente
060374077011_060374078021,Severing Drive,La Puente
060374077012_060374078021,Main Street,La Puente
060374076013_060374078021,Aileron Avenue,City of Industry
060374078021_060374079002,Echelon Avenue,La Puente
060374078011_060374078021,East Temple Avenue,City of Industry
060374078012_060374078021,Wing Lane,La Puente
060374078021_060374081332,East Temple Avenue,City of Industry
060374075022_060374078022,Echelon Avenue,La Puente
060374078022_060374079001,Valinda Avenue,La Puente
060374078022_060374079002,Indian Summer Avenue,La Puente
060374078012_060374078022,Valinda Avenue,La Puente
060375031031_060375031034,Leffingwell Road,Whittier
060375031032_060375031034,Ramsey Drive,Whittier
060375031033_060375031034,Leland Avenue,Whittier
060375031034_060375031041,Leland Avenue,Whittier
060375031034_060375031042,Leland Avenue,Whittier
060375031031_060375031032,Leland Avenue,Whittier
060375031031_060375031033,Virginia Avenue,Whittier
060375029022_060375031031,Florence Avenue,Whittier
060375029023_060375031031,Sundance Avenue,Whittier
060375031031_060375031052,Leffingwell Road,Whittier
060375030001_060375031031,Lakeland Road,Whittier
060375031031_060375032021,Telegraph Road,Whittier
060375031031_060375031042,Leffingwell Road,Whittier
060375031032_060375031033,Leland Avenue,Whittier
060375031033_060375031041,Carmenita Road,Whittier
060375030001_060375031033,Carmenita Road,Whittier
060375031033_060375031042,Leland Avenue,Whittier
060374034021_060374034022,La Puente Road,Walnut
060374034022_060374034042,La Puente Road,Walnut
060374034022_060374034041,La Puente Road,Walnut
060374064121_060374064122,East Cortez Street,West Covina
060374063002_060374064121,South Citrus Street,West Covina
060374064111_060374064121,South Citrus Street,West Covina
060374064112_060374064121,South Hollenbeck Street,West Covina
060374064121_060374065002,South Azusa Avenue,West Covina
060374063002_060374064122,South Citrus Street,West Covina
060374064122_060374065002,South Azusa Avenue,West Covina
060374064122_060374066011,East Cameron Avenue,West Covina
060374042021_060374042022,East Mauna Loa Avenue,Azusa
060374009002_060374042021,East Mauna Loa Avenue,Glendora
060374042012_060374042021,North Citrus Avenue,Azusa
060374009002_060374042022,East Mauna Loa Avenue,Glendora
060374040001_060374042022,East Baseline Road,Azusa
060374042012_060374042022,East Baseline Road,Azusa
060371230101_060371230102,Saticoy Street,Los Angeles
060371230101_060371230202,Sherman Way,Los Angeles
060371230101_060371230201,Valerio Street,Los Angeles
060371230101_060371232061,Tujunga Avenue,Los Angeles
060371230101_060371232052,Tujunga Avenue,Los Angeles
060371230101_060379800011,Vineland Avenue,Burbank
060372151011_060372151012,South Burnside Avenue,Los Angeles
060372151011_060372162004,Hauser Boulevard,Los Angeles
060372147001_060372151011,South Fairfax Avenue,Los Angeles
060372145031_060372151011,West 6th Street,Los Angeles
060372145034_060372151011,West 6th Street,Los Angeles
060372145011_060372151011,West 6th Street,Los Angeles
060372145013_060372151011,West 6th Street,Los Angeles
060372151011_060372163002,Wilshire Boulevard,Los Angeles
060372151011_060372163003,South Fairfax Avenue,Los Angeles
060372151012_060372162004,South Burnside Avenue,Los Angeles
060372145031_060372151012,West 6th Street,Los Angeles
060372151012_060372151021,Wilshire Boulevard,Los Angeles
060372151012_060372151022,South Cochran Avenue,Los Angeles
060371224201_060371230102,Tujunga Avenue,Los Angeles
060374040004_060374059002,South Citrus Avenue,Azusa
060374040004_060374059001,South Citrus Avenue,Azusa
060374039023_060374040004,North Barranca Avenue,Covina
060374040003_060374040004,Newburgh Street,Covina
060372218202_060372247002,West 27th Street,Los Angeles
060372218201_060372247002,Hoover Street,Los Angeles
060372219001_060372247002,Hoover Street,Los Angeles
060372244101_060372247002,West Adams Boulevard,Los Angeles
060372244102_060372247002,West Adams Boulevard,Los Angeles
060372244202_060372247002,West Adams Boulevard,Los Angeles
060372247001_060372247002,Hoover Street,Los Angeles
060372247002_060372247003,University Avenue,Los Angeles
060374300032_060374302001,Duarte Bike Trail,Bradbury
060374302001_060374310022,Deodar Lane West,Monrovia
060374302001_060374310021,Lemon Avenue,Monrovia
060374300023_060374302001,Royal Oaks Drive North,Duarte
060374300025_060374302001,Mount Olive Drive,Bradbury
060374300024_060374302001,Duarte Bike Trail,Bradbury
060374301011_060374302001,Orange Avenue,Monrovia
060376025093_060376025094,Doty Avenue,Hawthorne
060376025084_060376025094,West El Segundo Boulevard,Hawthorne
060376025081_060376025094,West El Segundo Boulevard,Hawthorne
060372703001_060372703003,Christopher Columbus Transcontinental Highway,Los Angeles
060372702001_060372703003,Christopher Columbus Transcontinental Highway,Los Angeles
060372184004_060372703003,Christopher Columbus Transcontinental Highway,Los Angeles
060372169004_060372703003,Venice Boulevard,Los Angeles
060372183005_060372703003,West Washington Boulevard,Los Angeles
060372703002_060372703003,South Spaulding Avenue,Los Angeles
060372702001_060372703001,South La Cienega Boulevard,Los Angeles
060372702003_060372703001,South La Cienega Boulevard,Los Angeles
060372170023_060372703001,West 18th Street,Los Angeles
060372696012_060372703001,South La Cienega Boulevard,Los Angeles
060372696013_060372703001,West 18th Street,Los Angeles
060372703001_060372703002,Guthrie Avenue,Los Angeles
060376025091_060376025092,Yukon Avenue,Hawthorne
060376025091_060376025093,West El Segundo Boulevard,Hawthorne
060376025091_060376027004,West El Segundo Boulevard,Hawthorne
060376025091_060376026001,West 135th Street,Hawthorne
060376025091_060376026006,West 135th Street,Hawthorne
060376025084_060376025091,Yukon Avenue,Hawthorne
060376025083_060376025091,Yukon Avenue,Hawthorne
060376025083_060376025092,Yukon Avenue,Hawthorne
060376024031_060376025093,West El Segundo Boulevard,Hawthorne
060376025093_060376027004,West El Segundo Boulevard,Hawthorne
060376025093_060376026006,West El Segundo Boulevard,Hawthorne
060376021051_060376025093,West 120th Street,Hawthorne
060376021052_060376025093,Prairie Avenue,Hawthorne
060376025081_060376025093,West El Segundo Boulevard,Hawthorne
060371244003_060371249031,Whitsett Avenue,Los Angeles
060371238002_060371244003,Whitsett Avenue,Los Angeles
060371236013_060371244003,Burbank Boulevard,Los Angeles
060371236012_060371244003,Burbank Boulevard,Los Angeles
060371392002_060371392003,White Oak Avenue,Los Angeles
060371392001_060371392003,Hesperia Avenue,Los Angeles
060371392003_060371395031,Lindley Avenue,Los Angeles
060371390012_060371392003,White Oak Avenue,Los Angeles
060371390014_060371392003,White Oak Avenue,Los Angeles
060371392003_060371394011,Ventura Freeway,Los Angeles
060371392003_060371393031,Oxnard Street,Los Angeles
060371392003_060371393032,Etiwanda Avenue,Los Angeles
060371392003_060371395042,Ventura Freeway,Los Angeles
060371329001_060371392003,Lindley Avenue,Los Angeles
060371329002_060371392003,Lindley Avenue,Los Angeles
060371392003_060371395021,Ventura Freeway,Los Angeles
060371392003_060371396001,White Oak Avenue,Los Angeles
060371392001_060371392002,White Oak Avenue,Los Angeles
060371390014_060371392002,White Oak Avenue,Los Angeles
060371390014_060371392001,White Oak Avenue,Los Angeles
060371329001_060371392001,White Oak Avenue,Los Angeles
060371329002_060371392001,Lindley Avenue,Los Angeles
060371853201_060371853202,Pepper Avenue,Los Angeles
060371853202_060371871022,North San Fernando Road,Los Angeles
060371853202_060371990002,Figueroa Street,Los Angeles
060371853202_060371990001,North Figueroa Street,Los Angeles
060371853201_060371871022,North San Fernando Road,Los Angeles
060371852031_060371853201,Cypress Avenue,Los Angeles
060372944101_060372944212,254th Street,Los Angeles
060372944101_060372944213,West Lomita Boulevard,West Carson
060372944101_060372944102,Marigold Avenue,Los Angeles
060372944101_060375436031,West Lomita Boulevard,Los Angeles
060375435012_060375435013,West Carson Street,Carson
060375435011_060375435012,West 214th Street,Carson
060375435012_060375435014,West Carson Street,Carson
060375435012_060375438022,West Carson Street,Carson
060375435011_060375435013,South Figueroa Street,Carson
060375435013_060375435014,West 223rd Street,Carson
060375435013_060375436011,West 223rd Street,Carson
060372920002_060375435011,Vermont Avenue,Gardena
060375435011_060375436021,West 223rd Street,Carson
060375435011_060375435021,Hamilton Avenue,Torrance
060375435011_060375436011,West 223rd Street,Carson
060372913002_060375435011,West 190th Street,Gardena
060375435014_060375438023,South Main Street,Carson
060375435014_060375438022,East 220th Street,Carson
060375435014_060375437012,South Main Street,Carson
060375435014_060375436011,West 223rd Street,Carson
060372742022_060372742023,Ocean Front Walk,Marina del Rey
060372742021_060372742023,Vía Marina,Marina del Rey
060372742023_060372742024,Speedway,Marina del Rey
060372742021_060372742022,Vía Marina,Marina del Rey
060372742022_060377029011,Marvin Braude Bike Path,Marina del Rey
060372742022_060377029014,Marvin Braude Bike Path,Marina del Rey
060372742022_060379902000,Venice Fishing Pier,Marina del Rey
060372742022_060372742024,Ocean Front Walk,Marina del Rey
060372742022_060372781022,South Pacific Avenue,Marina del Rey
060372742021_060377029011,Vía Marina,Marina del Rey
060372742021_060377029013,Marquesas Way,Marina del Rey
060372742021_060377029012,Tahiti Way,Marina del Rey
060372742021_060372742024,West Washington Boulevard,Marina del Rey
060379200361_060379200362,Soledad Canyon Road,Santa Clarita
060379200362_060379200364,Pleasantdale Street,Santa Clarita
060379200311_060379200362,Whites Canyon Road,Santa Clarita
060379200353_060379200362,Pleasantdale Street,Santa Clarita
060379200352_060379200362,Whites Canyon Road,Santa Clarita
060379200351_060379200362,Whites Canyon Road,Santa Clarita
060379200231_060379200362,Soledad Canyon Road,Santa Clarita
060379200361_060379200363,Chadway Street,Santa Clarita
060379200363_060379200364,Camp Plenty Road,Santa Clarita
060379200291_060379200363,Camp Plenty Road,Santa Clarita
060379200361_060379200364,Camp Plenty Road,Santa Clarita
060379200292_060379200361,Chadway Street,Santa Clarita
060379200291_060379200361,Chadway Street,Santa Clarita
060379200231_060379200361,Discovery Park Bike Path,Santa Clarita
060374338013_060374340041,Michael Hunt Drive,South El Monte
060374338013_060374340042,Durfee Avenue,South El Monte
060374338013_060374340031,Rush Street,South El Monte
060374338013_060374339022,Rush Street,South El Monte
060374338012_060374338013,Cogswell Road,South El Monte
060375313024_060375313025,South Eastman Avenue,Los Angeles
060375313022_060375313024,South Eastman Avenue,Los Angeles
060375313024_060375323022,South Indiana Street,Los Angeles
060372049202_060375313024,South Indiana Street,Los Angeles
060372049201_060375313024,South Indiana Street,Los Angeles
060375313022_060375313025,East Olympic Boulevard,Los Angeles
060375313023_060375313025,South Bonnie Beach Place,Los Angeles
060375313025_060375323022,South Eastman Avenue,Los Angeles
060375313021_060375313025,Union Pacific Avenue,Los Angeles
060372049101_060375313022,South Indiana Street,Los Angeles
060372049202_060375313022,South Indiana Street,Los Angeles
060372049201_060375313022,South Indiana Street,Los Angeles
060375313012_060375313022,South Downey Road,Los Angeles
060375313011_060375313022,Telegraph Road,Los Angeles
060375313021_060375313022,East Olympic Boulevard,Los Angeles
060375313023_060375323021,Dunham Street,Commerce
060375313023_060375323022,South Bonnie Beach Place,Los Angeles
060375313021_060375313023,Union Pacific Avenue,Los Angeles
060374045031_060374058003,East Arrow Highway,Covina
060374045031_060374058002,East Arrow Highway,Covina
060374045031_060374045042,South Azusa Avenue,Azusa
060374045031_060374045041,East Arrow Highway,Azusa
060374011011_060374011013,South Glenwood Avenue,Glendora
060374011011_060374011012,Historic Route 66,Glendora
060374010012_060374011011,East Foothill Boulevard,Glendora
060374011011_060374012012,Los Cerritos Road,Glendora
060374011012_060374011013,Lemar Park Drive,Glendora
060374010012_060374011013,South Glenwood Avenue,Glendora
060374010013_060374011013,North Live Oak Avenue,Glendora
060374011013_060374011022,South Pasadena Avenue,Glendora
060374010023_060374011013,North Cullen Avenue,Glendora
060374011013_060374011014,South Pasadena Avenue,Glendora
060374011012_060374012012,South Sunflower Avenue,Glendora
060374011012_060374012032,Foothill Freeway,Glendora
060374011012_060374012031,Foothill Freeway,Glendora
060374011012_060374039021,Foothill Freeway,Glendora
060374011012_060374011014,Lemar Park Drive,Glendora
060374807031_060374807032,Indiana Avenue,South Pasadena
060374806003_060374807031,Arroyo Drive,South Pasadena
060374807022_060374807031,Pasadena Avenue,South Pasadena
060374807032_060374807033,Indiana Avenue,South Pasadena
060374806002_060374807032,Mission Street,South Pasadena
060374806003_060374807032,Mission Street,South Pasadena
060374806001_060374807032,Mission Street,South Pasadena
060374807032_060374807041,Monterey Road,South Pasadena
060374807022_060374807032,Indiana Avenue,South Pasadena
060372011203_060374807033,Alpha Street,South Pasadena
060374807033_060374807041,Oak Street,South Pasadena
060374807022_060374807033,Indiana Avenue,South Pasadena
060374807033_060374807042,Meridian Avenue,South Pasadena
060375532002_060375532003,Arthurdale Street,Bellflower
060375532003_060375532004,Cornuta Avenue,Bellflower
060375532001_060375532002,Carpintero Avenue,Bellflower
060375532002_060375532005,Woodruff Avenue,Bellflower
060375532002_060375532004,Woodruff Avenue,Bellflower
060375532002_060375541031,Rosecrans Avenue,Bellflower
060375531001_060375532002,Rosecrans Avenue,Bellflower
060375531001_060375532001,Carpintero Avenue,Bellflower
060375519006_060375532001,Rosecrans Avenue,Norwalk
060375530003_060375532001,Rosecrans Avenue,Norwalk
060372781021_060379800281,Vista Del Mar,Los Angeles
060372766014_060372781021,Pershing Drive,Los Angeles
060372781021_060372781022,Vista Del Mar,Los Angeles
060372781021_060372781023,Vista Del Mar Lane,Los Angeles
060375532006_060375532007,Rosecrans Avenue,Bellflower
060375532007_060375540011,Rosecrans Avenue,Bellflower
060375532007_060375540014,Clark Avenue,Bellflower
060375532007_060375533001,Columbia Way,Downey
060375532005_060375532006,Bellflower Boulevard,Bellflower
060375532006_060375540011,Rosecrans Avenue,Bellflower
060375532006_060375540014,Rosecrans Avenue,Bellflower
060375532006_060375541031,Bellflower Boulevard,Bellflower
060375532004_060375532005,Woodruff Avenue,Bellflower
060375532005_060375540011,Bellflower Boulevard,Bellflower
060375532005_060375541031,Bellflower Boulevard,Bellflower
060375531001_060375532005,Rosecrans Avenue,Bellflower
060375416051_060375416052,East Rosecrans Avenue,Compton
060375416051_060375421051,East Compton Boulevard,Compton
060375416051_060375424011,East Compton Boulevard,Compton
060375416041_060375416051,North Bullis Road,Compton
060375416051_060375420003,North Bullis Road,Compton
060375416051_060375420002,East San Vincente Street,Compton
060375416052_060375416053,East Compton Boulevard,Compton
060375416032_060375416053,North Santa Fe Avenue,Compton
060375416053_060375424014,North Santa Fe Avenue,Compton
060375416053_060375416061,North Santa Fe Avenue,Compton
060375416043_060375416053,North Pearl Avenue,Compton
060375416041_060375416053,North Mayo Avenue,Compton
060375416052_060375424011,East Compton Boulevard,Compton
060375416052_060375424014,East Compton Boulevard,Compton
060375416041_060375416052,East Rosecrans Avenue,Compton
060375412002_060375412003,West Rosecrans Avenue,Compton
060375412001_060375412002,South Parmalee Avenue,Compton
060375412001_060375412003,North Central Avenue,Los Angeles
060375412003_060375412005,South Central Avenue,Los Angeles
060375408005_060375412003,West El Segundo Boulevard,Compton
060375408004_060375412003,South Central Avenue,Compton
060375408003_060375412003,Elva Avenue,Los Angeles
060375412001_060375412005,South Central Avenue,Compton
060375411001_060375412001,South Central Avenue,Compton
060375412004_060375412005,East Rosecrans Avenue,West Rancho Dominguez
060375409021_060375412004,Avalon Boulevard,Los Angeles
060375409022_060375412004,Avalon Boulevard,Los Angeles
060375411003_060375412004,East Rosecrans Avenue,Gardena
060375408005_060375412004,Sam Littleton Street,Los Angeles
060375411001_060375412005,East Rosecrans Avenue,Los Angeles
060375408005_060375412005,McKinley Avenue,Los Angeles
060372623011_060372623033,Oakmont Drive East,Los Angeles
060372623011_060372624002,Mulholland Drive,Los Angeles
060371415001_060372623011,North Sepulveda Boulevard,Los Angeles
060371397024_060372623011,Mulholland Drive,Los Angeles
060371397023_060372623011,North Sepulveda Boulevard,Los Angeles
060372623011_060372623021,North Norman Place,Los Angeles
060372623011_060372623022,North Tigertail Road,Los Angeles
060376510012_060376510013,Western Avenue,Torrance
060376510013_060376510014,Arlington Avenue,Torrance
060372933021_060376510013,West 238th Street,Torrance
060376510013_060376510023,West 235th Street,Torrance
060372933011_060376510013,Western Avenue,Torrance
060376510011_060376510012,Western Avenue,Torrance
060376510012_060376510022,231st Street,Torrance
060376510012_060376510023,Arlington Avenue,Torrance
060372933011_060376510012,Western Avenue,Torrance
060372932023_060376510011,Western Avenue,Torrance
060376509023_060376510011,Arlington Avenue,Torrance
060376509022_060376510011,Western Avenue,Torrance
060376510011_060376510022,Arlington Avenue,Torrance
060376510011_060376510021,Arlington Avenue,Torrance
060372933011_060376510011,Western Avenue,Torrance
060375359011_060375359021,Tweedy Boulevard,South Gate
060375359011_060375361032,Tweedy Boulevard,South Gate
060375359011_060375359012,Dorothy Avenue,South Gate
060375359013_060375359024,Otis Street,South Gate
060375359013_060375359022,Tweedy Boulevard,South Gate
060375359013_060375359023,Otis Street,South Gate
060375359013_060375359014,Otis Street,South Gate
060375359012_060375359013,Tweedy Boulevard,South Gate
060376510014_060376700011,Arlington Avenue,Torrance
060372933021_060376510014,West 245th Street,Lomita
060376036002_060376036003,Van Ness Avenue,Gardena
060376036001_060376036003,West 154th Street,Gardena
060376036003_060376500012,Redondo Beach Boulevard,Torrance
060376034002_060376036003,Van Ness Avenue,Torrance
060376036001_060376036002,West 154th Place,Gardena
060376034003_060376036002,Van Ness Avenue,Gardena
060376034002_060376036002,Van Ness Avenue,Gardena
060376034003_060376036001,West 154th Place,Gardena
060374813001_060374813002,Walnut Grove Avenue,Rosemead
060374322023_060374813001,East Valley Boulevard,Rosemead
060374813001_060374823011,Olney Street,San Gabriel
060374329012_060374813001,Christopher Columbus Transcontinental Highway,Rosemead
060374336011_060374813001,Walnut Grove Avenue,Rosemead
060374329013_060374813001,Marshall Street,Rosemead
060374322012_060374813001,East Valley Boulevard,Rosemead
060374813001_060374824011,Christopher Columbus Transcontinental Highway,San Gabriel
060374813002_060374823011,East Marshall Street,San Gabriel
060374322012_060374813002,Walnut Grove Avenue,Rosemead
060371973001_060371974202,Echo Park Avenue,Los Angeles
060371973003_060371974202,Sunset Boulevard,Los Angeles
060371974103_060371974202,Avalon Street,Los Angeles
060371956001_060371974202,Reservoir Street,Los Angeles
060371956002_060371974202,Reservoir Street,Los Angeles
060371957201_060371974202,Reservoir Street,Los Angeles
060371974102_060371974202,Avalon Street,Los Angeles
060371321021_060379800081,Saticoy Street,Los Angeles
060371319001_060371321021,Balboa Boulevard,Los Angeles
060371311002_060371321021,Balboa Boulevard,Los Angeles
060371311003_060371321021,Balboa Boulevard,Los Angeles
060371046102_060371048103,Kagel Canyon Street,Los Angeles
060371046102_060371048101,Kagel Canyon Street,Los Angeles
060371046101_060371046102,San Fernando Road,Los Angeles
060371046102_060371046201,Terra Bella Street,Los Angeles
060371046102_060371046202,Terra Bella Street,Los Angeles
060375015032_060375015033,Broadway,Whittier
060375015031_060375015032,Beverly Boulevard,Whittier
060375015032_060375015034,Broadway,Whittier
060375015011_060375015032,Beverly Boulevard,Whittier
060375015032_060375016001,Broadway,Whittier
060375015031_060375015033,Broadway,Whittier
060375015033_060375015034,Camilla Street,Whittier
060375015033_060375015042,Hadley Street,Whittier
060375015033_060375016001,Alta Avenue,Whittier
060375015033_060375016005,Alta Avenue,Whittier
060375015031_060375015034,Pickering Avenue,Whittier
060375015011_060375015031,Greenleaf Avenue,Whittier
060375015034_060375015042,Hadley Street,Whittier
060371254011_060371254012,Klump Avenue,Los Angeles
060371254011_060371254023,Morrison Street,Los Angeles
060371253201_060371254011,Klump Avenue,Los Angeles
060371254012_060371255021,Vineland Avenue,Los Angeles
060371254012_060371254021,Lankershim Boulevard,Los Angeles
060371254012_060371254022,Lankershim Boulevard,Los Angeles
060371254012_060371254023,Klump Avenue,Los Angeles
060371253201_060371254012,Magnolia Boulevard,Los Angeles
060374822012_060374822013,South Lincoln Avenue,Monterey Park
060374822011_060374822013,South Alhambra Avenue,Monterey Park
060374822013_060374826003,East Graves Avenue,Monterey Park
060374822013_060374822022,East Graves Avenue,Monterey Park
060374822013_060374822021,South Alhambra Avenue,Monterey Park
060374822011_060374822012,South Lincoln Avenue,Monterey Park
060374821021_060374822012,Harding Avenue,Monterey Park
